0.5888	0.1970	0.2142
0.3853	0.1835	0.4312
0.3931	0.2628	0.3441
0.4191	0.3093	0.2716
0.2056	0.3109	0.4835
0.6438	0.1136	0.2426
0.5325	0.2077	0.2598
0.4245	0.0786	0.4969
0.6370	0.0886	0.2744
0.3288	0.1993	0.4719
0.4898	0.3533	0.1569
0.4759	0.1230	0.4011
0.5319	0.2371	0.2310
0.5313	0.1774	0.2913
0.4135	0.3117	0.2748
